"","X1","unitid","year","fips","opeid","inst_name_fsa","loan_type","loan_recipients_unitid","num_loans_disbursed_unitid","num_loans_originated_unitid","value_loans_originated_unitid","value_loan_disbursements_unitid","loan_recipients_opeid","num_loans_disbursed_opeid","num_loans_originated_opeid","value_loans_originated_opeid","value_loan_disbursements_opeid","allocation_flag","combined_flag","other_assoc_opeids","hbcu"
"1200",17027,199120,2017,"North Carolina","00297400","UNIVERSITY OF NORTH CAROLINA - CHAPEL HILL-","Direct Loan Parent PLUS",643,1306,702,9360088,9360088,643,1306,702,9360088,9360088,"No","No",NA,"No"
"1201",17028,199120,2017,"North Carolina","00297400","UNIVERSITY OF NORTH CAROLINA - CHAPEL HILL-","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1202",17029,199120,2017,"North Carolina","00297400","UNIVERSITY OF NORTH CAROLINA - CHAPEL HILL-","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1203",17030,199120,2017,"North Carolina","00297400","UNIVERSITY OF NORTH CAROLINA - CHAPEL HILL-","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1204",17031,199120,2017,"North Carolina","00297400","UNIVERSITY OF NORTH CAROLINA - CHAPEL HILL-","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1205",17032,199139,2017,"North Carolina","00297500","UNIVERSITY OF NORTH CAROLINA - CHARLOTTE","Subsidized Direct Loan&ndash,Undergraduate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1206",17033,199139,2017,"North Carolina","00297500","UNIVERSITY OF NORTH CAROLINA - CHARLOTTE","Unsubsidized Direct Loan&ndash,Undergraduate",11270,22415,12464,42954308,42954308,11270,22415,12464,42954308,42954308,"No","No",NA,"No"
"1207",17034,199139,2017,"North Carolina","00297500","UNIVERSITY OF NORTH CAROLINA - CHARLOTTE","Direct Loan Parent PLUS",1995,4040,2247,23845608,23845608,1995,4040,2247,23845609,23845609,"No","No",NA,"No"
"1208",17035,199139,2017,"North Carolina","00297500","UNIVERSITY OF NORTH CAROLINA - CHARLOTTE","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1209",17036,199139,2017,"North Carolina","00297500","UNIVERSITY OF NORTH CAROLINA - CHARLOTTE","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1210",17037,199139,2017,"North Carolina","00297500","UNIVERSITY OF NORTH CAROLINA - CHARLOTTE","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1211",17038,199139,2017,"North Carolina","00297500","UNIVERSITY OF NORTH CAROLINA - CHARLOTTE","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1212",17039,199148,2017,"North Carolina","00297600","UNIVERSITY OF NORTH CAROLINA -GREENSBORO","Subsidized Direct Loan&ndash,Undergraduate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1213",17040,199148,2017,"North Carolina","00297600","UNIVERSITY OF NORTH CAROLINA -GREENSBORO","Unsubsidized Direct Loan&ndash,Undergraduate",9135,18679,10631,33086906,33086906,9135,18679,10631,33086906,33086906,"No","No",NA,"No"
"1214",17041,199148,2017,"North Carolina","00297600","UNIVERSITY OF NORTH CAROLINA -GREENSBORO","Direct Loan Parent PLUS",1478,3050,1780,14178857,14178857,1478,3050,1780,14178857,14178857,"No","No",NA,"No"
"1215",17042,199148,2017,"North Carolina","00297600","UNIVERSITY OF NORTH CAROLINA -GREENSBORO","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1216",17043,199148,2017,"North Carolina","00297600","UNIVERSITY OF NORTH CAROLINA -GREENSBORO","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1217",17044,199148,2017,"North Carolina","00297600","UNIVERSITY OF NORTH CAROLINA -GREENSBORO","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1218",17045,199148,2017,"North Carolina","00297600","UNIVERSITY OF NORTH CAROLINA -GREENSBORO","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1219",17046,199157,2017,"North Carolina","00295000","NORTH CAROLINA CENTRAL UNIVERSITY","Subsidized Direct Loan&ndash,Undergraduate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"Yes"
"1220",17047,199157,2017,"North Carolina","00295000","NORTH CAROLINA CENTRAL UNIVERSITY","Unsubsidized Direct Loan&ndash,Undergraduate",4772,11899,6354,19505358,19505358,4772,11899,6354,19505358,19505358,"No","No",NA,"Yes"
"1221",17048,199157,2017,"North Carolina","00295000","NORTH CAROLINA CENTRAL UNIVERSITY","Direct Loan Parent PLUS",1691,4093,2117,17626770,17626770,1691,4093,2117,17626770,17626770,"No","No",NA,"Yes"
"1222",17049,199157,2017,"North Carolina","00295000","NORTH CAROLINA CENTRAL UNIVERSITY","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"Yes"
"1223",17050,199157,2017,"North Carolina","00295000","NORTH CAROLINA CENTRAL UNIVERSITY","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"Yes"
"1224",17051,199157,2017,"North Carolina","00295000","NORTH CAROLINA CENTRAL UNIVERSITY","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"Yes"
"1225",17052,199157,2017,"North Carolina","00295000","NORTH CAROLINA CENTRAL UNIVERSITY","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"Yes"
"1226",17053,199184,2017,"North Carolina","00398100","UNIVERSITY OF NORTH CAROLINA SCHOOL OF THE ARTS","Subsidized Direct Loan&ndash,Undergraduate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1227",17054,199184,2017,"North Carolina","00398100","UNIVERSITY OF NORTH CAROLINA SCHOOL OF THE ARTS","Unsubsidized Direct Loan&ndash,Undergraduate",419,875,447,1538548,1538548,419,875,447,1538548,1538548,"No","No",NA,"No"
"1228",17055,199184,2017,"North Carolina","00398100","UNIVERSITY OF NORTH CAROLINA SCHOOL OF THE ARTS","Direct Loan Parent PLUS",113,236,119,2167461,2167461,113,236,119,2167461,2167461,"No","No",NA,"No"
"1229",17056,199184,2017,"North Carolina","00398100","UNIVERSITY OF NORTH CAROLINA SCHOOL OF THE ARTS","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1230",17057,199184,2017,"North Carolina","00398100","UNIVERSITY OF NORTH CAROLINA SCHOOL OF THE ARTS","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1231",17058,199184,2017,"North Carolina","00398100","UNIVERSITY OF NORTH CAROLINA SCHOOL OF THE ARTS","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1232",17059,199184,2017,"North Carolina","00398100","UNIVERSITY OF NORTH CAROLINA SCHOOL OF THE ARTS","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1233",17060,199193,2017,"North Carolina","00297200","NORTH CAROLINA STATE UNIVERSITY","Subsidized Direct Loan&ndash,Undergraduate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1234",17061,199193,2017,"North Carolina","00297200","NORTH CAROLINA STATE UNIVERSITY","Unsubsidized Direct Loan&ndash,Undergraduate",8381,16110,8885,32196722,32196722,8381,16110,8885,32196722,32196722,"No","No",NA,"No"
"1235",17062,199193,2017,"North Carolina","00297200","NORTH CAROLINA STATE UNIVERSITY","Direct Loan Parent PLUS",1245,2484,1382,16307438,16307438,1245,2484,1382,16307438,16307438,"No","No",NA,"No"
"1236",17063,199193,2017,"North Carolina","00297200","NORTH CAROLINA STATE UNIVERSITY","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1237",17064,199193,2017,"North Carolina","00297200","NORTH CAROLINA STATE UNIVERSITY","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1238",17065,199193,2017,"North Carolina","00297200","NORTH CAROLINA STATE UNIVERSITY","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1239",17066,199193,2017,"North Carolina","00297200","NORTH CAROLINA STATE UNIVERSITY","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1240",17067,199209,2017,"North Carolina","00295100","NORTH CAROLINA WESLEYAN COLLEGE","Subsidized Direct Loan&ndash,Undergraduate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1241",17068,199209,2017,"North Carolina","00295100","NORTH CAROLINA WESLEYAN COLLEGE","Unsubsidized Direct Loan&ndash,Undergraduate",1378,4466,1985,6296872,6252912,1378,4466,1985,6296872,6252912,"No","No",NA,"No"
"1242",17069,199209,2017,"North Carolina","00295100","NORTH CAROLINA WESLEYAN COLLEGE","Direct Loan Parent PLUS",300,700,333,2484184,2484184,300,700,333,2484184,2484184,"No","No",NA,"No"
"1243",17070,199209,2017,"North Carolina","00295100","NORTH CAROLINA WESLEYAN COLLEGE","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1244",17071,199209,2017,"North Carolina","00295100","NORTH CAROLINA WESLEYAN COLLEGE","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1245",17072,199209,2017,"North Carolina","00295100","NORTH CAROLINA WESLEYAN COLLEGE","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1246",17073,199209,2017,"North Carolina","00295100","NORTH CAROLINA WESLEYAN COLLEGE","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1247",17074,199218,2017,"North Carolina","00298400","UNIVERSITY OF NORTH AT CAROLINA WILMINGTON (THE)","Subsidized Direct Loan&ndash,Undergraduate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1248",17075,199218,2017,"North Carolina","00298400","UNIVERSITY OF NORTH AT CAROLINA WILMINGTON (THE)","Unsubsidized Direct Loan&ndash,Undergraduate",6068,12524,6867,23251440,23251440,6068,12524,6867,23251441,23251441,"No","No",NA,"No"
"1249",17076,199218,2017,"North Carolina","00298400","UNIVERSITY OF NORTH AT CAROLINA WILMINGTON (THE)","Direct Loan Parent PLUS",1249,2502,1411,17664596,17664596,1249,2502,1411,17664595,17664595,"No","No",NA,"No"
"1250",17077,199218,2017,"North Carolina","00298400","UNIVERSITY OF NORTH AT CAROLINA WILMINGTON (THE)","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1251",17078,199218,2017,"North Carolina","00298400","UNIVERSITY OF NORTH AT CAROLINA WILMINGTON (THE)","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1252",17079,199218,2017,"North Carolina","00298400","UNIVERSITY OF NORTH AT CAROLINA WILMINGTON (THE)","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1253",17080,199218,2017,"North Carolina","00298400","UNIVERSITY OF NORTH AT CAROLINA WILMINGTON (THE)","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1254",17081,199272,2017,"North Carolina","00295300","WILLIAM PEACE UNIVERSITY","Subsidized Direct Loan&ndash,Undergraduate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1255",17082,199272,2017,"North Carolina","00295300","WILLIAM PEACE UNIVERSITY","Unsubsidized Direct Loan&ndash,Undergraduate",693,1282,717,2371293,2371293,693,1282,717,2371293,2371293,"No","No",NA,"No"
"1256",17083,199272,2017,"North Carolina","00295300","WILLIAM PEACE UNIVERSITY","Direct Loan Parent PLUS",326,624,336,4793813,4793813,326,624,336,4793813,4793813,"No","No",NA,"No"
"1257",17084,199272,2017,"North Carolina","00295300","WILLIAM PEACE UNIVERSITY","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1258",17085,199272,2017,"North Carolina","00295300","WILLIAM PEACE UNIVERSITY","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1259",17086,199272,2017,"North Carolina","00295300","WILLIAM PEACE UNIVERSITY","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1260",17087,199272,2017,"North Carolina","00295300","WILLIAM PEACE UNIVERSITY","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1261",17088,199281,2017,"North Carolina","00295400","UNIVERSITY OF NORTH CAROLINA AT PEMBROKE","Subsidized Direct Loan&ndash,Undergraduate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1262",17089,199281,2017,"North Carolina","00295400","UNIVERSITY OF NORTH CAROLINA AT PEMBROKE","Unsubsidized Direct Loan&ndash,Undergraduate",3754,8067,4320,13845600,13845600,3754,8067,4320,13845600,13845600,"No","No",NA,"No"
"1263",17090,199281,2017,"North Carolina","00295400","UNIVERSITY OF NORTH CAROLINA AT PEMBROKE","Direct Loan Parent PLUS",512,1112,578,4243480,4243480,512,1112,578,4243480,4243480,"No","No",NA,"No"
"1264",17091,199281,2017,"North Carolina","00295400","UNIVERSITY OF NORTH CAROLINA AT PEMBROKE","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1265",17092,199281,2017,"North Carolina","00295400","UNIVERSITY OF NORTH CAROLINA AT PEMBROKE","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1266",17093,199281,2017,"North Carolina","00295400","UNIVERSITY OF NORTH CAROLINA AT PEMBROKE","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1267",17094,199281,2017,"North Carolina","00295400","UNIVERSITY OF NORTH CAROLINA AT PEMBROKE","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1268",17095,199306,2017,"North Carolina","00295500","PFEIFFER UNIVERSITY","Subsidized Direct Loan&ndash,Undergraduate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1269",17096,199306,2017,"North Carolina","00295500","PFEIFFER UNIVERSITY","Unsubsidized Direct Loan&ndash,Undergraduate",650,1421,814,2298481,2298481,650,1421,814,2298481,2298481,"No","No",NA,"No"
"1270",17097,199306,2017,"North Carolina","00295500","PFEIFFER UNIVERSITY","Direct Loan Parent PLUS",173,330,181,2366831,2366831,173,330,181,2366831,2366831,"No","No",NA,"No"
"1271",17098,199306,2017,"North Carolina","00295500","PFEIFFER UNIVERSITY","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1272",17099,199306,2017,"North Carolina","00295500","PFEIFFER UNIVERSITY","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1273",17100,199306,2017,"North Carolina","00295500","PFEIFFER UNIVERSITY","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1274",17101,199306,2017,"North Carolina","00295500","PFEIFFER UNIVERSITY","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1275",17102,199315,2017,"North Carolina","00295600","PIEDMONT INTERNATIONAL UNIVERSITY","Subsidized Direct Loan&ndash,Undergraduate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","No",NA,"No"
"1276",17103,199315,2017,"North Carolina","00295600","PIEDMONT INTERNATIONAL UNIVERSITY","Unsubsidized Direct Loan&ndash,Undergraduate",0,0,0,0,0,170,357,188,589338,589338,"Yes","No",NA,"No"
"1277",17104,199315,2017,"North Carolina","00295600","PIEDMONT INTERNATIONAL UNIVERSITY","Direct Loan Parent PLUS",0,0,0,0,0,30,60,30,247702,247702,"Yes","No",NA,"No"
"1278",17105,199315,2017,"North Carolina","00295600","PIEDMONT INTERNATIONAL UNIVERSITY","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","No",NA,"No"
"1279",17106,199315,2017,"North Carolina","00295600","PIEDMONT INTERNATIONAL UNIVERSITY","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","No",NA,"No"
"1280",17107,199315,2017,"North Carolina","00295600","PIEDMONT INTERNATIONAL UNIVERSITY","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","No",NA,"No"
"1281",17108,199315,2017,"North Carolina","00295600","PIEDMONT INTERNATIONAL UNIVERSITY","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","No",NA,"No"
"1282",17109,199333,2017,"North Carolina","00406200","PITT COMMUNITY COLLEGE","Subsidized Direct Loan&ndash,Undergraduate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1283",17110,199333,2017,"North Carolina","00406200","PITT COMMUNITY COLLEGE","Unsubsidized Direct Loan&ndash,Undergraduate",2111,4609,2372,8630103,8630103,2111,4609,2372,8630103,8630103,"No","No",NA,"No"
"1284",17111,199333,2017,"North Carolina","00406200","PITT COMMUNITY COLLEGE","Direct Loan Parent PLUS",25,51,28,155739,155739,25,51,28,155739,155739,"No","No",NA,"No"
"1285",17112,199333,2017,"North Carolina","00406200","PITT COMMUNITY COLLEGE","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1286",17113,199333,2017,"North Carolina","00406200","PITT COMMUNITY COLLEGE","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1287",17114,199333,2017,"North Carolina","00406200","PITT COMMUNITY COLLEGE","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1288",17115,199333,2017,"North Carolina","00406200","PITT COMMUNITY COLLEGE","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1289",17116,199412,2017,"North Carolina","00295700","QUEENS UNIVERSITY OF CHARLOTTE","Subsidized Direct Loan&ndash,Undergraduate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1290",17117,199412,2017,"North Carolina","00295700","QUEENS UNIVERSITY OF CHARLOTTE","Unsubsidized Direct Loan&ndash,Undergraduate",1004,1939,1081,4369143,4369143,1004,1939,1081,4369143,4369143,"No","No",NA,"No"
"1291",17118,199412,2017,"North Carolina","00295700","QUEENS UNIVERSITY OF CHARLOTTE","Direct Loan Parent PLUS",227,431,231,3602372,3602372,227,431,231,3602372,3602372,"No","No",NA,"No"
"1292",17119,199412,2017,"North Carolina","00295700","QUEENS UNIVERSITY OF CHARLOTTE","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1293",17120,199412,2017,"North Carolina","00295700","QUEENS UNIVERSITY OF CHARLOTTE","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1294",17121,199412,2017,"North Carolina","00295700","QUEENS UNIVERSITY OF CHARLOTTE","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1295",17122,199412,2017,"North Carolina","00295700","QUEENS UNIVERSITY OF CHARLOTTE","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1296",17123,199458,2017,"North Carolina","02280900","MID-ATLANTIC CHRISTIAN UNIVERSITY","Subsidized Direct Loan&ndash,Undergraduate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1297",17124,199458,2017,"North Carolina","02280900","MID-ATLANTIC CHRISTIAN UNIVERSITY","Unsubsidized Direct Loan&ndash,Undergraduate",118,226,118,415993,415993,118,226,118,415993,415993,"No","No",NA,"No"
"1298",17125,199458,2017,"North Carolina","02280900","MID-ATLANTIC CHRISTIAN UNIVERSITY","Direct Loan Parent PLUS",26,50,26,247699,247699,26,50,26,247699,247699,"No","No",NA,"No"
"1299",17126,199458,2017,"North Carolina","02280900","MID-ATLANTIC CHRISTIAN UNIVERSITY","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1300",17127,199458,2017,"North Carolina","02280900","MID-ATLANTIC CHRISTIAN UNIVERSITY","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1301",17128,199458,2017,"North Carolina","02280900","MID-ATLANTIC CHRISTIAN UNIVERSITY","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1302",17129,199458,2017,"North Carolina","02280900","MID-ATLANTIC CHRISTIAN UNIVERSITY","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1303",17130,199494,2017,"North Carolina","00575400","ROWAN-CABARRUS COMMUNITY COLLEGE","Subsidized Direct Loan&ndash,Undergraduate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1304",17131,199494,2017,"North Carolina","00575400","ROWAN-CABARRUS COMMUNITY COLLEGE","Unsubsidized Direct Loan&ndash,Undergraduate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1305",17132,199494,2017,"North Carolina","00575400","ROWAN-CABARRUS COMMUNITY COLLEGE","Direct Loan Parent PLUS",3,6,3,10500,10500,3,6,3,10500,10500,"No","No",NA,"No"
"1306",17133,199494,2017,"North Carolina","00575400","ROWAN-CABARRUS COMMUNITY COLLEGE","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1307",17134,199494,2017,"North Carolina","00575400","ROWAN-CABARRUS COMMUNITY COLLEGE","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1308",17135,199494,2017,"North Carolina","00575400","ROWAN-CABARRUS COMMUNITY COLLEGE","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1309",17136,199494,2017,"North Carolina","00575400","ROWAN-CABARRUS COMMUNITY COLLEGE","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1310",17137,199582,2017,"North Carolina","00296800","SAINT AUGUSTINE'S UNIVERSITY","Subsidized Direct Loan&ndash,Undergraduate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"Yes"
"1311",17138,199582,2017,"North Carolina","00296800","SAINT AUGUSTINE'S UNIVERSITY","Unsubsidized Direct Loan&ndash,Undergraduate",891,1678,891,3698791,3698791,891,1678,891,3698791,3698791,"No","No",NA,"Yes"
"1312",17139,199582,2017,"North Carolina","00296800","SAINT AUGUSTINE'S UNIVERSITY","Direct Loan Parent PLUS",269,553,269,3180095,3180095,269,553,269,3180095,3180095,"No","No",NA,"Yes"
"1313",17140,199582,2017,"North Carolina","00296800","SAINT AUGUSTINE'S UNIVERSITY","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"Yes"
"1314",17141,199582,2017,"North Carolina","00296800","SAINT AUGUSTINE'S UNIVERSITY","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"Yes"
"1315",17142,199582,2017,"North Carolina","00296800","SAINT AUGUSTINE'S UNIVERSITY","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"Yes"
"1316",17143,199582,2017,"North Carolina","00296800","SAINT AUGUSTINE'S UNIVERSITY","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"Yes"
"1317",17144,199607,2017,"North Carolina","00296000","SALEM COLLEGE","Subsidized Direct Loan&ndash,Undergraduate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1318",17145,199607,2017,"North Carolina","00296000","SALEM COLLEGE","Unsubsidized Direct Loan&ndash,Undergraduate",573,1182,636,2056996,2056996,573,1182,636,2056996,2056996,"No","No",NA,"No"
"1319",17146,199607,2017,"North Carolina","00296000","SALEM COLLEGE","Direct Loan Parent PLUS",91,169,91,679106,679106,91,169,91,679106,679106,"No","No",NA,"No"
"1320",17147,199607,2017,"North Carolina","00296000","SALEM COLLEGE","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1321",17148,199607,2017,"North Carolina","00296000","SALEM COLLEGE","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1322",17149,199607,2017,"North Carolina","00296000","SALEM COLLEGE","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1323",17150,199607,2017,"North Carolina","00296000","SALEM COLLEGE","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"No"
"1324",17151,199643,2017,"North Carolina","00296200","SHAW UNIVERSITY","Subsidized Direct Loan&ndash,Undergraduate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,"Yes"
"1325",17152,199643,2017,"North Carolina","00296200","SHAW UNIVERSITY","Unsubsidized Direct Loan&ndash,Undergraduate",1350,3268,1800,5261343,5261343,1350,3268,1800,5261343,5261343,"No","No",NA,"Yes"
