"","unitid","year","fips","opeid","inst_name_fsa","loan_type","loan_recipients_unitid","num_loans_disbursed_unitid","num_loans_originated_unitid","value_loans_originated_unitid","value_loan_disbursements_unitid","loan_recipients_opeid","num_loans_disbursed_opeid","num_loans_originated_opeid","value_loans_originated_opeid","value_loan_disbursements_opeid","allocation_flag","combined_flag","other_assoc_opeids"
"11679",101277,2015,"Alabama","04187200","NEW BEGINNING COLLEGE OF COSMETOLOGY","Direct Loan Parent PLUS",0,0,0,0,0,0,0,0,0,0,"No","No",""
"11680",101277,2015,"Alabama","04187200","NEW BEGINNING COLLEGE OF COSMETOLOGY","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"11681",101277,2015,"Alabama","04187200","NEW BEGINNING COLLEGE OF COSMETOLOGY","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"11682",101277,2015,"Alabama","04187200","NEW BEGINNING COLLEGE OF COSMETOLOGY","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"11683",101277,2015,"Alabama","04187200","NEW BEGINNING COLLEGE OF COSMETOLOGY","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"11684",101295,2015,"Alabama","00787100","GEORGE C. WALLACE STATE COMMUNITY COLLEGE-MAIN CAMPUS","Subsidized Direct Loan&ndash,Undergraduate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"11685",101295,2015,"Alabama","00787100","GEORGE C. WALLACE STATE COMMUNITY COLLEGE-MAIN CAMPUS","Unsubsidized Direct Loan&ndash,Undergraduate",1594,2921,1657,6134687,6134687,1594,2921,1657,6134687,6134687,"No","No",""
"11686",101295,2015,"Alabama","00787100","GEORGE C. WALLACE STATE COMMUNITY COLLEGE-MAIN CAMPUS","Direct Loan Parent PLUS",11,25,13,69399,69399,11,25,13,69399,69399,"No","No",""
"11687",101295,2015,"Alabama","00787100","GEORGE C. WALLACE STATE COMMUNITY COLLEGE-MAIN CAMPUS","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"11688",101295,2015,"Alabama","00787100","GEORGE C. WALLACE STATE COMMUNITY COLLEGE-MAIN CAMPUS","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"11689",101295,2015,"Alabama","00787100","GEORGE C. WALLACE STATE COMMUNITY COLLEGE-MAIN CAMPUS","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"11690",101295,2015,"Alabama","00787100","GEORGE C. WALLACE STATE COMMUNITY COLLEGE-MAIN CAMPUS","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"11691",101435,2015,"Alabama","00101900","HUNTINGDON COLLEGE","Subsidized Direct Loan&ndash,Undergraduate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"11692",101435,2015,"Alabama","00101900","HUNTINGDON COLLEGE","Unsubsidized Direct Loan&ndash,Undergraduate",816,1808,940,3458609,3458609,816,1808,940,3458609,3458609,"No","No",""
"11693",101435,2015,"Alabama","00101900","HUNTINGDON COLLEGE","Direct Loan Parent PLUS",204,383,208,2109941,2109941,204,383,208,2109941,2109941,"No","No",""
"11694",101435,2015,"Alabama","00101900","HUNTINGDON COLLEGE","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"11695",101435,2015,"Alabama","00101900","HUNTINGDON COLLEGE","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"11696",101435,2015,"Alabama","00101900","HUNTINGDON COLLEGE","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"11697",101435,2015,"Alabama","00101900","HUNTINGDON COLLEGE","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"11698",101453,2015,"Alabama","02199700","HERITAGE CHRISTIAN UNIVERSITY","Subsidized Direct Loan&ndash,Undergraduate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"11699",101453,2015,"Alabama","02199700","HERITAGE CHRISTIAN UNIVERSITY","Unsubsidized Direct Loan&ndash,Undergraduate",4,12,6,8910,8910,4,12,6,8910,8910,"No","No",""
"11700",101453,2015,"Alabama","02199700","HERITAGE CHRISTIAN UNIVERSITY","Direct Loan Parent PLUS",0,0,0,0,0,0,0,0,0,0,"No","No",""
"11701",101453,2015,"Alabama","02199700","HERITAGE CHRISTIAN UNIVERSITY","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"11702",101453,2015,"Alabama","02199700","HERITAGE CHRISTIAN UNIVERSITY","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"11703",101453,2015,"Alabama","02199700","HERITAGE CHRISTIAN UNIVERSITY","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"11704",101453,2015,"Alabama","02199700","HERITAGE CHRISTIAN UNIVERSITY","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"11705",101480,2015,"Alabama","00102000","JACKSONVILLE STATE UNIVERSITY","Subsidized Direct Loan&ndash,Undergraduate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"11706",101480,2015,"Alabama","00102000","JACKSONVILLE STATE UNIVERSITY","Unsubsidized Direct Loan&ndash,Undergraduate",3363,6417,3669,13676233,13676233,3363,6417,3669,13676233,13676233,"No","No",""
"11707",101480,2015,"Alabama","00102000","JACKSONVILLE STATE UNIVERSITY","Direct Loan Parent PLUS",382,718,409,3248657,3248657,382,718,409,3248657,3248657,"No","No",""
"11708",101480,2015,"Alabama","00102000","JACKSONVILLE STATE UNIVERSITY","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"11709",101480,2015,"Alabama","00102000","JACKSONVILLE STATE UNIVERSITY","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"11710",101480,2015,"Alabama","00102000","JACKSONVILLE STATE UNIVERSITY","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"11711",101480,2015,"Alabama","00102000","JACKSONVILLE STATE UNIVERSITY","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"11712",101505,2015,"Alabama","00102200","JEFFERSON STATE COMMUNITY COLLEGE","Subsidized Direct Loan&ndash,Undergraduate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"11713",101505,2015,"Alabama","00102200","JEFFERSON STATE COMMUNITY COLLEGE","Unsubsidized Direct Loan&ndash,Undergraduate",914,1565,931,2424133,2424133,914,1565,931,2424133,2424133,"No","No",""
"11714",101505,2015,"Alabama","00102200","JEFFERSON STATE COMMUNITY COLLEGE","Direct Loan Parent PLUS",0,0,0,0,0,0,0,0,0,0,"No","No",""
"11715",101505,2015,"Alabama","00102200","JEFFERSON STATE COMMUNITY COLLEGE","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"11716",101505,2015,"Alabama","00102200","JEFFERSON STATE COMMUNITY COLLEGE","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"11717",101505,2015,"Alabama","00102200","JEFFERSON STATE COMMUNITY COLLEGE","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"11718",101505,2015,"Alabama","00102200","JEFFERSON STATE COMMUNITY COLLEGE","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"11719",101514,2015,"Alabama","00101300","CALHOUN COMMUNITY COLLEGE","Subsidized Direct Loan&ndash,Undergraduate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"11720",101514,2015,"Alabama","00101300","CALHOUN COMMUNITY COLLEGE","Unsubsidized Direct Loan&ndash,Undergraduate",2334,3882,2343,7524444,7524444,2334,3882,2343,7524444,7524444,"No","No",""
"11721",101514,2015,"Alabama","00101300","CALHOUN COMMUNITY COLLEGE","Direct Loan Parent PLUS",12,21,12,44601,44601,12,21,12,44601,44601,"No","No",""
"11722",101514,2015,"Alabama","00101300","CALHOUN COMMUNITY COLLEGE","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"11723",101514,2015,"Alabama","00101300","CALHOUN COMMUNITY COLLEGE","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"11724",101514,2015,"Alabama","00101300","CALHOUN COMMUNITY COLLEGE","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"11725",101514,2015,"Alabama","00101300","CALHOUN COMMUNITY COLLEGE","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"11726",101541,2015,"Alabama","00102300","JUDSON COLLEGE","Subsidized Direct Loan&ndash,Undergraduate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"11727",101541,2015,"Alabama","00102300","JUDSON COLLEGE","Unsubsidized Direct Loan&ndash,Undergraduate",205,414,219,700835,700835,205,414,219,700835,700835,"No","No",""
"11728",101541,2015,"Alabama","00102300","JUDSON COLLEGE","Direct Loan Parent PLUS",53,117,59,482135,482135,53,117,59,482135,482135,"No","No",""
"11729",101541,2015,"Alabama","00102300","JUDSON COLLEGE","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"11730",101541,2015,"Alabama","00102300","JUDSON COLLEGE","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"11731",101541,2015,"Alabama","00102300","JUDSON COLLEGE","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"11732",101541,2015,"Alabama","00102300","JUDSON COLLEGE","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"11733",101587,2015,"Alabama","00102400","UNIVERSITY OF WEST ALABAMA","Subsidized Direct Loan&ndash,Undergraduate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"11734",101587,2015,"Alabama","00102400","UNIVERSITY OF WEST ALABAMA","Unsubsidized Direct Loan&ndash,Undergraduate",1344,2675,1561,5013738,5013738,1344,2675,1561,5013738,5013738,"No","No",""
"11735",101587,2015,"Alabama","00102400","UNIVERSITY OF WEST ALABAMA","Direct Loan Parent PLUS",394,725,425,4067591,4067591,394,725,425,4067591,4067591,"No","No",""
"11736",101587,2015,"Alabama","00102400","UNIVERSITY OF WEST ALABAMA","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"11737",101587,2015,"Alabama","00102400","UNIVERSITY OF WEST ALABAMA","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"11738",101587,2015,"Alabama","00102400","UNIVERSITY OF WEST ALABAMA","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"11739",101587,2015,"Alabama","00102400","UNIVERSITY OF WEST ALABAMA","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"11740",101648,2015,"Alabama","00102600","MARION MILITARY INSTITUTE","Subsidized Direct Loan&ndash,Undergraduate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"11741",101648,2015,"Alabama","00102600","MARION MILITARY INSTITUTE","Unsubsidized Direct Loan&ndash,Undergraduate",208,395,233,773206,773206,208,395,233,773206,773206,"No","No",""
"11742",101648,2015,"Alabama","00102600","MARION MILITARY INSTITUTE","Direct Loan Parent PLUS",35,88,53,175764,175764,35,88,53,175764,175764,"No","No",""
"11743",101648,2015,"Alabama","00102600","MARION MILITARY INSTITUTE","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"11744",101648,2015,"Alabama","00102600","MARION MILITARY INSTITUTE","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"11745",101648,2015,"Alabama","00102600","MARION MILITARY INSTITUTE","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"11746",101648,2015,"Alabama","00102600","MARION MILITARY INSTITUTE","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"11747",101675,2015,"Alabama","00102800","MILES COLLEGE","Subsidized Direct Loan&ndash,Undergraduate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"11748",101675,2015,"Alabama","00102800","MILES COLLEGE","Unsubsidized Direct Loan&ndash,Undergraduate",1787,4455,2397,6433044,6433044,1787,4455,2397,6433044,6433044,"No","No",""
"11749",101675,2015,"Alabama","00102800","MILES COLLEGE","Direct Loan Parent PLUS",475,1023,539,3619110,3619110,475,1023,539,3619110,3619110,"No","No",""
"11750",101675,2015,"Alabama","00102800","MILES COLLEGE","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"11751",101675,2015,"Alabama","00102800","MILES COLLEGE","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"11752",101675,2015,"Alabama","00102800","MILES COLLEGE","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"11753",101675,2015,"Alabama","00102800","MILES COLLEGE","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"11754",101693,2015,"Alabama","00102900","UNIVERSITY OF MOBILE","Subsidized Direct Loan&ndash,Undergraduate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"11755",101693,2015,"Alabama","00102900","UNIVERSITY OF MOBILE","Unsubsidized Direct Loan&ndash,Undergraduate",1080,2441,1260,4373589,4373589,1080,2441,1260,4373589,4373589,"No","No",""
"11756",101693,2015,"Alabama","00102900","UNIVERSITY OF MOBILE","Direct Loan Parent PLUS",195,429,222,2087317,2087317,195,429,222,2087317,2087317,"No","No",""
"11757",101693,2015,"Alabama","00102900","UNIVERSITY OF MOBILE","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"11758",101693,2015,"Alabama","00102900","UNIVERSITY OF MOBILE","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"11759",101693,2015,"Alabama","00102900","UNIVERSITY OF MOBILE","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"11760",101693,2015,"Alabama","00102900","UNIVERSITY OF MOBILE","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"11761",101709,2015,"Alabama","00100400","UNIVERSITY OF MONTEVALLO","Subsidized Direct Loan&ndash,Undergraduate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"11762",101709,2015,"Alabama","00100400","UNIVERSITY OF MONTEVALLO","Unsubsidized Direct Loan&ndash,Undergraduate",1360,2805,1503,5317127,5317127,1360,2805,1503,5317127,5317127,"No","No",""
"11763",101709,2015,"Alabama","00100400","UNIVERSITY OF MONTEVALLO","Direct Loan Parent PLUS",213,462,253,2224961,2224961,213,462,253,2224961,2224961,"No","No",""
"11764",101709,2015,"Alabama","00100400","UNIVERSITY OF MONTEVALLO","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"11765",101709,2015,"Alabama","00100400","UNIVERSITY OF MONTEVALLO","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"11766",101709,2015,"Alabama","00100400","UNIVERSITY OF MONTEVALLO","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"11767",101709,2015,"Alabama","00100400","UNIVERSITY OF MONTEVALLO","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"11768",101736,2015,"Alabama","00569700","NORTHWEST - SHOALS COMMUNITY COLLEGE","Subsidized Direct Loan&ndash,Undergraduate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"11769",101736,2015,"Alabama","00569700","NORTHWEST - SHOALS COMMUNITY COLLEGE","Unsubsidized Direct Loan&ndash,Undergraduate",901,1701,959,3828482,3828482,901,1701,959,3828482,3828482,"No","No",""
"11770",101736,2015,"Alabama","00569700","NORTHWEST - SHOALS COMMUNITY COLLEGE","Direct Loan Parent PLUS",2,6,2,11950,11950,2,6,2,11950,11950,"No","No",""
"11771",101736,2015,"Alabama","00569700","NORTHWEST - SHOALS COMMUNITY COLLEGE","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"11772",101736,2015,"Alabama","00569700","NORTHWEST - SHOALS COMMUNITY COLLEGE","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"11773",101736,2015,"Alabama","00569700","NORTHWEST - SHOALS COMMUNITY COLLEGE","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"11774",101736,2015,"Alabama","00569700","NORTHWEST - SHOALS COMMUNITY COLLEGE","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"11775",101879,2015,"Alabama","00101600","UNIVERSITY OF NORTH ALABAMA","Subsidized Direct Loan&ndash,Undergraduate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"11776",101879,2015,"Alabama","00101600","UNIVERSITY OF NORTH ALABAMA","Unsubsidized Direct Loan&ndash,Undergraduate",2725,5549,2994,10390104,10390104,2725,5549,2994,10390104,10390104,"No","No",""
"11777",101879,2015,"Alabama","00101600","UNIVERSITY OF NORTH ALABAMA","Direct Loan Parent PLUS",375,750,402,3644615,3644615,375,750,402,3644615,3644615,"No","No",""
"11778",101879,2015,"Alabama","00101600","UNIVERSITY OF NORTH ALABAMA","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"11779",101879,2015,"Alabama","00101600","UNIVERSITY OF NORTH ALABAMA","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"11780",101879,2015,"Alabama","00101600","UNIVERSITY OF NORTH ALABAMA","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"11781",101879,2015,"Alabama","00101600","UNIVERSITY OF NORTH ALABAMA","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"11782",101897,2015,"Alabama","00103100","NORTHEAST ALABAMA COMMUNITY COLLEGE","Subsidized Direct Loan&ndash,Undergraduate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"11783",101897,2015,"Alabama","00103100","NORTHEAST ALABAMA COMMUNITY COLLEGE","Unsubsidized Direct Loan&ndash,Undergraduate",197,512,261,493012,493012,197,512,261,493012,493012,"No","No",""
"11784",101897,2015,"Alabama","00103100","NORTHEAST ALABAMA COMMUNITY COLLEGE","Direct Loan Parent PLUS",0,0,0,0,0,0,0,0,0,0,"No","No",""
"11785",101897,2015,"Alabama","00103100","NORTHEAST ALABAMA COMMUNITY COLLEGE","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"11786",101897,2015,"Alabama","00103100","NORTHEAST ALABAMA COMMUNITY COLLEGE","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"11787",101897,2015,"Alabama","00103100","NORTHEAST ALABAMA COMMUNITY COLLEGE","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"11788",101897,2015,"Alabama","00103100","NORTHEAST ALABAMA COMMUNITY COLLEGE","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"11789",101912,2015,"Alabama","00103300","OAKWOOD UNIVERSITY","Subsidized Direct Loan&ndash,Undergraduate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"11790",101912,2015,"Alabama","00103300","OAKWOOD UNIVERSITY","Unsubsidized Direct Loan&ndash,Undergraduate",1287,2934,1555,5084714,5084714,1287,2934,1555,5084714,5084714,"No","No",""
"11791",101912,2015,"Alabama","00103300","OAKWOOD UNIVERSITY","Direct Loan Parent PLUS",299,621,320,4116125,4116125,299,621,320,4116125,4116125,"No","No",""
"11792",101912,2015,"Alabama","00103300","OAKWOOD UNIVERSITY","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"11793",101912,2015,"Alabama","00103300","OAKWOOD UNIVERSITY","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"11794",101912,2015,"Alabama","00103300","OAKWOOD UNIVERSITY","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"11795",101912,2015,"Alabama","00103300","OAKWOOD UNIVERSITY","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"11796",102049,2015,"Alabama","00103600","SAMFORD UNIVERSITY","Subsidized Direct Loan&ndash,Undergraduate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"11797",102049,2015,"Alabama","00103600","SAMFORD UNIVERSITY","Unsubsidized Direct Loan&ndash,Undergraduate",1002,1864,1027,4138424,4138424,1002,1864,1027,4138424,4138424,"No","No",""
"11798",102049,2015,"Alabama","00103600","SAMFORD UNIVERSITY","Direct Loan Parent PLUS",336,664,377,6393621,6393621,336,664,377,6393621,6393621,"No","No",""
"11799",102049,2015,"Alabama","00103600","SAMFORD UNIVERSITY","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"11800",102049,2015,"Alabama","00103600","SAMFORD UNIVERSITY","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"11801",102049,2015,"Alabama","00103600","SAMFORD UNIVERSITY","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"11802",102049,2015,"Alabama","00103600","SAMFORD UNIVERSITY","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"11803",102058,2015,"Alabama","04067300","SELMA UNIVERSITY","Subsidized Direct Loan&ndash,Undergraduate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"11804",102058,2015,"Alabama","04067300","SELMA UNIVERSITY","Unsubsidized Direct Loan&ndash,Undergraduate",259,492,318,558795,558795,259,492,318,558795,558795,"No","No",""
"11805",102058,2015,"Alabama","04067300","SELMA UNIVERSITY","Direct Loan Parent PLUS",10,18,10,35984,35984,10,18,10,35984,35984,"No","No",""
"11806",102058,2015,"Alabama","04067300","SELMA UNIVERSITY","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"11807",102058,2015,"Alabama","04067300","SELMA UNIVERSITY","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"11808",102058,2015,"Alabama","04067300","SELMA UNIVERSITY","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"11809",102058,2015,"Alabama","04067300","SELMA UNIVERSITY","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"11810",102076,2015,"Alabama","00103800","SNEAD STATE COMMUNITY COLLEGE","Subsidized Direct Loan&ndash,Undergraduate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"11811",102076,2015,"Alabama","00103800","SNEAD STATE COMMUNITY COLLEGE","Unsubsidized Direct Loan&ndash,Undergraduate",213,420,242,569436,569436,213,420,242,569436,569436,"No","No",""
"11812",102076,2015,"Alabama","00103800","SNEAD STATE COMMUNITY COLLEGE","Direct Loan Parent PLUS",6,14,8,39200,39200,6,14,8,39200,39200,"No","No",""
"11813",102076,2015,"Alabama","00103800","SNEAD STATE COMMUNITY COLLEGE","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"11814",102076,2015,"Alabama","00103800","SNEAD STATE COMMUNITY COLLEGE","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"11815",102076,2015,"Alabama","00103800","SNEAD STATE COMMUNITY COLLEGE","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"11816",102076,2015,"Alabama","00103800","SNEAD STATE COMMUNITY COLLEGE","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"11817",102094,2015,"Alabama","00105700","UNIVERSITY OF SOUTH ALABAMA","Subsidized Direct Loan&ndash,Undergraduate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"11818",102094,2015,"Alabama","00105700","UNIVERSITY OF SOUTH ALABAMA","Unsubsidized Direct Loan&ndash,Undergraduate",5968,11811,6798,25040284,25040284,5968,11811,6798,25040284,25040284,"No","No",""
"11819",102094,2015,"Alabama","00105700","UNIVERSITY OF SOUTH ALABAMA","Direct Loan Parent PLUS",1811,3460,1959,19963844,19963844,1811,3460,1959,19963843,19963843,"No","No",""
"11820",102094,2015,"Alabama","00105700","UNIVERSITY OF SOUTH ALABAMA","Subsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"11821",102094,2015,"Alabama","00105700","UNIVERSITY OF SOUTH ALABAMA","Unsubsidized Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"11822",102094,2015,"Alabama","00105700","UNIVERSITY OF SOUTH ALABAMA","Parent PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
"11823",102094,2015,"Alabama","00105700","UNIVERSITY OF SOUTH ALABAMA","PLUS Federal Family Education Loans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",""
