"","unitid","year","opeid.x","fips.x.x","pp_years_since_entering_repay","pp_cohort_year.x","pp_repay_rate","pp_repay_rate_lowincome","pp_repay_rate_midincome","pp_repay_count_highincome","pp_race","pp_sex","grad rate","enrollment","received any aid","pct students receiving aid","pp_inst_name_fsa","pp_loan_type","pp_loan_recipients_unitid","pp_value_loan_disbursements_unitid","pp_hbcu","pp_average_loan","unsub_cohort_year.x","unsub_loan_type","unsub_loan_recipients_unitid","unsub_value_loan_disbursements_unitid","unsub_hbcu","unsub_average_loan"
"475",198622,2010,483800,37,3,2007,0.354561,0.286385,0.54251,63,2,99,0.078,13743,1,0.82,"GUILFORD TECHNICAL COMMUNITY COLLEGE",7,28,151735,"No",5419.10714285714,2007,4,4970,21768564,"No",4379.99275653924
"476",198622,2010,483800,37,3,2007,0.354561,0.286385,0.54251,63,1,99,0.18,13743,1,0.82,"GUILFORD TECHNICAL COMMUNITY COLLEGE",7,28,151735,"No",5419.10714285714,2007,4,4970,21768564,"No",4379.99275653924
"477",198622,2012,483800,37,5,2007,0.380237,0.320213,0.528958,66,1,99,0.148,13068,1,0.81,"GUILFORD TECHNICAL COMMUNITY COLLEGE",7,15,132884,"No",8858.93333333333,2007,4,6667,28197776,"No",4229.45492725364
"478",198622,2012,483800,37,5,2007,0.380237,0.320213,0.528958,66,2,99,0.053,13068,1,0.81,"GUILFORD TECHNICAL COMMUNITY COLLEGE",7,15,132884,"No",8858.93333333333,2007,4,6667,28197776,"No",4229.45492725364
"479",198640,2010,798600,37,3,2007,0.732143,0.555556,-3,-3,1,99,0.296,1522,1,0.74,"HALIFAX COMMUNITY COLLEGE",7,2,11181,"No",5590.5,2007,4,527,1138130,"No",2159.6394686907
"480",198640,2010,798600,37,3,2007,0.732143,0.555556,-3,-3,2,99,0.241,1522,1,0.74,"HALIFAX COMMUNITY COLLEGE",7,2,11181,"No",5590.5,2007,4,527,1138130,"No",2159.6394686907
"481",198640,2012,798600,37,5,2007,0.683333,0.612903,-3,-3,1,99,0.22,1425,1,0.73,"HALIFAX COMMUNITY COLLEGE",7,0,0,"No",NA,2007,4,220,376289,"No",1710.40454545455
"482",198640,2012,798600,37,5,2007,0.683333,0.612903,-3,-3,2,99,0.318,1425,1,0.73,"HALIFAX COMMUNITY COLLEGE",7,0,0,"No",NA,2007,4,220,376289,"No",1710.40454545455
"483",198668,2010,808300,37,3,2007,-3,-3,-3,-3,2,99,NA,2137,1,0.79,"HAYWOOD COMMUNITY COLLEGE",7,1,4000,"No",4000,2007,4,122,277487,"No",2274.48360655738
"484",198668,2010,808300,37,3,2007,-3,-3,-3,-3,1,99,0.225,2137,1,0.79,"HAYWOOD COMMUNITY COLLEGE",7,1,4000,"No",4000,2007,4,122,277487,"No",2274.48360655738
"485",198668,2012,808300,37,5,2007,-3,-3,-3,-3,1,99,0.189,1834,1,0.81,"HAYWOOD COMMUNITY COLLEGE",7,0,0,"No",NA,2007,4,237,660105,"No",2785.25316455696
"486",198668,2012,808300,37,5,2007,-3,-3,-3,-3,2,99,1,1834,1,0.81,"HAYWOOD COMMUNITY COLLEGE",7,0,0,"No",NA,2007,4,237,660105,"No",2785.25316455696
"487",198695,2010,293300,37,3,2007,0.656278,0.535565,0.723256,215,1,99,0.634,3713,1,0.83,"HIGH POINT UNIVERSITY",7,544,11245142,"No",20671.2169117647,2007,4,1996,6876196,"No",3444.9879759519
"488",198695,2010,293300,37,3,2007,0.656278,0.535565,0.723256,215,2,99,0.588,3713,1,0.83,"HIGH POINT UNIVERSITY",7,544,11245142,"No",20671.2169117647,2007,4,1996,6876196,"No",3444.9879759519
"489",198695,2012,293300,37,5,2007,0.675271,0.551657,0.746696,234,1,99,0.642,4115,1,0.73,"HIGH POINT UNIVERSITY",7,586,14891682,"No",25412.4266211604,2007,4,1905,6667937,"No",3500.22939632546
"490",198695,2012,293300,37,5,2007,0.675271,0.551657,0.746696,234,2,99,0.509,4115,1,0.73,"HIGH POINT UNIVERSITY",7,586,14891682,"No",25412.4266211604,2007,4,1905,6667937,"No",3500.22939632546
"491",198729,2010,768700,37,3,2007,0.565217,0.535714,-3,-3,2,99,0.344,1219,1,0.87,"JAMES SPRUNT COMMUNITY COLLEGE",7,0,0,"No",NA,2007,4,275,618443,"No",2248.88363636364
"492",198729,2010,768700,37,3,2007,0.565217,0.535714,-3,-3,1,99,0.333,1219,1,0.87,"JAMES SPRUNT COMMUNITY COLLEGE",7,0,0,"No",NA,2007,4,275,618443,"No",2248.88363636364
"493",198729,2012,768700,37,5,2007,0.586957,0.5,-3,-3,1,99,0.227,1271,1,0.92,"JAMES SPRUNT COMMUNITY COLLEGE",7,0,0,"No",NA,2007,4,510,1364142,"No",2674.78823529412
"494",198729,2012,768700,37,5,2007,0.586957,0.5,-3,-3,2,99,0.031,1271,1,0.92,"JAMES SPRUNT COMMUNITY COLLEGE",7,0,0,"No",NA,2007,4,510,1364142,"No",2674.78823529412
"495",198747,2010,293500,37,3,2007,0.60274,-3,0.676471,-3,1,99,0.5,159,1,0.9,"LAUREL UNIVERSITY",7,3,13000,"No",4333.33333333333,2007,4,117,505096,"No",4317.05982905983
"496",198747,2010,293500,37,3,2007,0.60274,-3,0.676471,-3,2,99,0.5,159,1,0.9,"LAUREL UNIVERSITY",7,3,13000,"No",4333.33333333333,2007,4,117,505096,"No",4317.05982905983
"497",198747,2012,293500,37,5,2007,0.648649,0.5,-3,-3,1,99,0.667,258,1,0.92,"LAUREL UNIVERSITY",7,6,35159,"No",5859.83333333333,2007,4,155,621010,"No",4006.51612903226
"498",198747,2012,293500,37,5,2007,0.648649,0.5,-3,-3,2,99,NA,258,1,0.92,"LAUREL UNIVERSITY",7,6,35159,"No",5859.83333333333,2007,4,155,621010,"No",4006.51612903226
"499",198756,2010,293600,37,3,2007,0.259791,0.191874,0.33195,82,2,99,0.37,1524,1,0.98,"JOHNSON C SMITH UNIVERSITY",7,396,4987541,"Yes",12594.8005050505,2007,4,1322,5531123,"Yes",4183.90544629349
"500",198756,2010,293600,37,3,2007,0.259791,0.191874,0.33195,82,1,99,NA,1524,1,0.98,"JOHNSON C SMITH UNIVERSITY",7,396,4987541,"Yes",12594.8005050505,2007,4,1322,5531123,"Yes",4183.90544629349
"501",198756,2012,293600,37,5,2007,0.287059,0.250518,0.330961,86,2,99,0.443,1668,1,0.89,"JOHNSON C SMITH UNIVERSITY",7,221,2937233,"Yes",13290.6470588235,2007,4,1458,6902147,"Yes",4733.98285322359
"502",198756,2012,293600,37,5,2007,0.287059,0.250518,0.330961,86,1,99,1,1668,1,0.89,"JOHNSON C SMITH UNIVERSITY",7,221,2937233,"Yes",13290.6470588235,2007,4,1458,6902147,"Yes",4733.98285322359
"503",198774,2010,933600,37,3,2007,0.711538,-3,0.672727,17,2,99,0.315,3729,1,0.64,"JOHNSTON COMMUNITY COLLEGE",7,2,10772,"No",5386,2007,4,479,1901869,"No",3970.49895615866
"504",198774,2010,933600,37,3,2007,0.711538,-3,0.672727,17,1,99,0.339,3729,1,0.64,"JOHNSTON COMMUNITY COLLEGE",7,2,10772,"No",5386,2007,4,479,1901869,"No",3970.49895615866
"505",198774,2012,933600,37,5,2007,0.738739,-3,0.724138,16,2,99,0.184,3657,1,0.66,"JOHNSTON COMMUNITY COLLEGE",7,4,14826,"No",3706.5,2007,4,1043,4327326,"No",4148.92233940556
"506",198774,2012,933600,37,5,2007,0.738739,-3,0.724138,16,1,99,0.326,3657,1,0.66,"JOHNSTON COMMUNITY COLLEGE",7,4,14826,"No",3706.5,2007,4,1043,4327326,"No",4148.92233940556
"507",198808,2010,293900,37,3,2007,0.728929,0.578947,0.784615,92,2,99,0.053,858,1,0.97,"LEES-MCRAE COLLEGE",7,141,1005857,"No",7133.73758865248,2007,4,570,2152503,"No",3776.32105263158
"508",198808,2010,293900,37,3,2007,0.728929,0.578947,0.784615,92,1,99,0.282,858,1,0.97,"LEES-MCRAE COLLEGE",7,141,1005857,"No",7133.73758865248,2007,4,570,2152503,"No",3776.32105263158
"509",198808,2012,293900,37,5,2007,0.747917,0.575758,0.807512,102,2,99,0.333,813,1,1,"LEES-MCRAE COLLEGE",7,116,1245150,"No",10734.0517241379,2007,4,566,2213677,"No",3911.09010600707
"510",198808,2012,293900,37,5,2007,0.747917,0.575758,0.807512,102,1,99,0.385,813,1,1,"LEES-MCRAE COLLEGE",7,116,1245150,"No",10734.0517241379,2007,4,566,2213677,"No",3911.09010600707
"511",198835,2010,294100,37,3,2007,0.724786,0.627551,0.72103,156,2,99,0.172,1588,1,1,"LENOIR-RHYNE UNIVERSITY",7,401,3544673,"No",8839.58354114713,2007,4,1023,3877583,"No",3790.403714565
"512",198835,2010,294100,37,3,2007,0.724786,0.627551,0.72103,156,1,99,0.527,1588,1,1,"LENOIR-RHYNE UNIVERSITY",7,401,3544673,"No",8839.58354114713,2007,4,1023,3877583,"No",3790.403714565
"513",198835,2012,294100,37,5,2007,0.752122,0.673367,0.738397,153,1,99,0.5,1507,1,0.99,"LENOIR-RHYNE UNIVERSITY",7,306,3325548,"No",10867.8039215686,2007,4,1000,4051083,"No",4051.083
"514",198835,2012,294100,37,5,2007,0.752122,0.673367,0.738397,153,2,99,0.375,1507,1,0.99,"LENOIR-RHYNE UNIVERSITY",7,306,3325548,"No",10867.8039215686,2007,4,1000,4051083,"No",4051.083
"515",198862,2010,294200,37,3,2007,0.247148,0.216374,0.284768,33,2,99,0.297,1196,1,0.96,"LIVINGSTONE COLLEGE",7,283,2461977,"Yes",8699.56537102474,2007,4,1073,4569894,"Yes",4258.98788443616
"516",198862,2010,294200,37,3,2007,0.247148,0.216374,0.284768,33,1,99,NA,1196,1,0.96,"LIVINGSTONE COLLEGE",7,283,2461977,"Yes",8699.56537102474,2007,4,1073,4569894,"Yes",4258.98788443616
"517",198862,2012,294200,37,5,2007,0.267361,0.243836,0.300578,38,2,99,0.213,1134,1,0.98,"LIVINGSTONE COLLEGE",7,91,972384,"Yes",10685.5384615385,2007,4,1017,5328754,"Yes",5239.67944936086
"518",198862,2012,294200,37,5,2007,0.267361,0.243836,0.300578,38,1,99,0,1134,1,0.98,"LIVINGSTONE COLLEGE",7,91,972384,"Yes",10685.5384615385,2007,4,1017,5328754,"Yes",5239.67944936086
"519",198871,2010,294300,37,3,2007,0.394265,0.268293,0.480583,65,2,99,0.143,680,1,0.93,"LOUISBURG COLLEGE",7,291,1861167,"No",6395.76288659794,2007,4,678,2053815,"No",3029.22566371681
"520",198871,2010,294300,37,3,2007,0.394265,0.268293,0.480583,65,1,99,0.216,680,1,0.93,"LOUISBURG COLLEGE",7,291,1861167,"No",6395.76288659794,2007,4,678,2053815,"No",3029.22566371681
"521",198871,2012,294300,37,5,2007,0.444444,0.35082,0.521127,67,2,99,0.131,680,1,0.99,"LOUISBURG COLLEGE",7,104,871489,"No",8379.70192307692,2007,4,672,2694279,"No",4009.34375
"522",198871,2012,294300,37,5,2007,0.444444,0.35082,0.521127,67,1,99,0.31,680,1,0.99,"LOUISBURG COLLEGE",7,104,871489,"No",8379.70192307692,2007,4,672,2694279,"No",4009.34375
"523",198899,2010,294400,37,3,2007,0.639209,0.52,0.699187,86,1,99,0.4,1184,1,0.98,"MARS HILL COLLEGE",7,196,1785356,"No",9108.95918367347,2007,4,820,3294066,"No",4017.15365853659
"524",198899,2010,294400,37,3,2007,0.639209,0.52,0.699187,86,2,99,0.286,1184,1,0.98,"MARS HILL COLLEGE",7,196,1785356,"No",9108.95918367347,2007,4,820,3294066,"No",4017.15365853659
"525",198899,2012,294400,37,5,2007,0.663961,0.545126,0.743083,86,1,99,0.421,1336,1,0.99,"MARS HILL UNIVERSITY",7,172,1534694,"No",8922.63953488372,2007,4,1007,4453371,"No",4422.41410129096
"526",198899,2012,294400,37,5,2007,0.663961,0.545126,0.743083,86,2,99,0.232,1336,1,0.99,"MARS HILL UNIVERSITY",7,172,1534694,"No",8922.63953488372,2007,4,1007,4453371,"No",4422.41410129096
"527",198950,2010,294500,37,3,2007,0.748865,0.643636,0.830435,156,2,99,0.487,1807,1,1,"MEREDITH COLLEGE",7,354,4425571,"No",12501.6129943503,2007,4,1178,4575460,"No",3884.09168081494
"528",198950,2010,294500,37,3,2007,0.748865,0.643636,0.830435,156,1,99,0.595,1807,1,1,"MEREDITH COLLEGE",7,354,4425571,"No",12501.6129943503,2007,4,1178,4575460,"No",3884.09168081494
"529",198950,2012,294500,37,5,2007,0.760684,0.659794,0.824701,160,2,99,0.595,1699,1,1,"MEREDITH COLLEGE",7,274,4446033,"No",16226.397810219,2007,4,1109,4569970,"No",4120.80252479711
"530",198950,2012,294500,37,5,2007,0.760684,0.659794,0.824701,160,1,99,0.634,1699,1,1,"MEREDITH COLLEGE",7,274,4446033,"No",16226.397810219,2007,4,1109,4569970,"No",4120.80252479711
"531",199087,2012,855700,37,5,2007,-3,-3,-3,-3,1,99,0.104,2520,1,0.8,"NASH COMMUNITY COLLEGE",7,0,0,"No",NA,2007,4,588,1892088,"No",3217.83673469388
"532",199087,2012,855700,37,5,2007,-3,-3,-3,-3,2,99,0.021,2520,1,0.8,"NASH COMMUNITY COLLEGE",7,0,0,"No",NA,2007,4,588,1892088,"No",3217.83673469388
"533",199102,2010,290500,37,3,2007,0.334998,0.276479,0.364539,585,1,99,0.471,9168,1,0.95,"NORTH CAROLINA AGRICULTURAL & TECHNICAL STATE UNIVERSITY",7,915,7166926,"Yes",7832.70601092896,2007,4,6492,21319454,"Yes",3283.95779420826
"534",199102,2010,290500,37,3,2007,0.334998,0.276479,0.364539,585,2,99,0.409,9168,1,0.95,"NORTH CAROLINA AGRICULTURAL & TECHNICAL STATE UNIVERSITY",7,915,7166926,"Yes",7832.70601092896,2007,4,6492,21319454,"Yes",3283.95779420826
"535",199102,2012,290500,37,5,2007,0.368551,0.318815,0.391497,636,1,99,0.353,8578,1,0.95,"NORTH CAROLINA AGRICULTURAL & TECHNICAL STATE UNIVERSITY",7,622,6652269,"Yes",10694.9662379421,2007,4,6912,27112328,"Yes",3922.50115740741
"536",199102,2012,290500,37,5,2007,0.368551,0.318815,0.391497,636,2,99,0.438,8578,1,0.95,"NORTH CAROLINA AGRICULTURAL & TECHNICAL STATE UNIVERSITY",7,622,6652269,"Yes",10694.9662379421,2007,4,6912,27112328,"Yes",3922.50115740741
"537",199111,2010,290700,37,3,2007,0.684583,0.593548,0.748062,139,1,99,0.605,3461,1,0.7,"UNIVERSITY OF NORTH CAROLINA  ASHEVILLE",7,104,905707,"No",8708.72115384615,2007,4,1377,5250229,"No",3812.8024691358
"538",199111,2010,290700,37,3,2007,0.684583,0.593548,0.748062,139,2,99,0.545,3461,1,0.7,"UNIVERSITY OF NORTH CAROLINA  ASHEVILLE",7,104,905707,"No",8708.72115384615,2007,4,1377,5250229,"No",3812.8024691358
"539",199111,2012,290700,37,5,2007,0.705357,0.585014,0.784452,154,1,99,0.604,3292,1,0.77,"UNIVERSITY OF NORTH CAROLINA  ASHEVILLE",7,130,1268300,"No",9756.15384615385,2007,4,1499,5660348,"No",3776.08272181454
"540",199111,2012,290700,37,5,2007,0.705357,0.585014,0.784452,154,2,99,0.591,3292,1,0.77,"UNIVERSITY OF NORTH CAROLINA  ASHEVILLE",7,130,1268300,"No",9756.15384615385,2007,4,1499,5660348,"No",3776.08272181454
"541",199120,2010,297400,37,3,2007,0.848011,0.801493,0.860097,745,1,99,0.917,18212,1,0.7,"UNIVERSITY OF NORTH CAROLINA - CHAPEL HILL",7,671,7607045,"No",11336.8777943368,2007,4,3858,17471590,"No",4528.66511145671
"542",199120,2010,297400,37,3,2007,0.848011,0.801493,0.860097,745,2,99,0.809,18212,1,0.7,"UNIVERSITY OF NORTH CAROLINA - CHAPEL HILL",7,671,7607045,"No",11336.8777943368,2007,4,3858,17471590,"No",4528.66511145671
"543",199120,2012,297400,37,5,2007,0.872697,0.833333,0.876147,790,2,99,0.86,18306,1,0.68,"UNIVERSITY OF NORTH CAROLINA - CHAPEL HILL",7,642,8080885,"No",12587.0482866044,2007,4,3468,15088102,"No",4350.66378316032
"544",199120,2012,297400,37,5,2007,0.872697,0.833333,0.876147,790,1,99,0.909,18306,1,0.68,"UNIVERSITY OF NORTH CAROLINA - CHAPEL HILL",7,642,8080885,"No",12587.0482866044,2007,4,3468,15088102,"No",4350.66378316032
"545",199139,2010,297500,37,3,2007,0.724309,0.648485,0.746334,976,2,99,0.539,18509,1,0.76,"UNIVERSITY OF NORTH CAROLINA - CHARLOTTE",7,905,7476886,"No",8261.75248618784,2007,4,10057,39243704,"No",3902.12826886746
"546",199139,2010,297500,37,3,2007,0.724309,0.648485,0.746334,976,1,99,0.525,18509,1,0.76,"UNIVERSITY OF NORTH CAROLINA - CHARLOTTE",7,905,7476886,"No",8261.75248618784,2007,4,10057,39243704,"No",3902.12826886746
"547",199139,2012,297500,37,5,2007,0.757854,0.681865,0.784222,1036,2,99,0.531,19592,1,0.75,"UNIVERSITY OF NORTH CAROLINA - CHARLOTTE",7,895,8981399,"No",10035.0826815642,2007,4,11309,43354448,"No",3833.62348571934
"548",199139,2012,297500,37,5,2007,0.757854,0.681865,0.784222,1036,1,99,0.542,19592,1,0.75,"UNIVERSITY OF NORTH CAROLINA - CHARLOTTE",7,895,8981399,"No",10035.0826815642,2007,4,11309,43354448,"No",3833.62348571934
"549",199148,2010,297600,37,3,2007,0.692198,0.602582,0.731488,703,1,99,0.519,14440,1,0.77,"UNIVERSITY OF NORTH CAROLINA - GREENSBORO",7,1767,12964384,"No",7336.94623655914,2007,4,7253,27790464,"No",3831.581966083
"550",199148,2010,297600,37,3,2007,0.692198,0.602582,0.731488,703,2,99,0.601,14440,1,0.77,"UNIVERSITY OF NORTH CAROLINA - GREENSBORO",7,1767,12964384,"No",7336.94623655914,2007,4,7253,27790464,"No",3831.581966083
"551",199148,2012,297600,37,5,2007,0.721838,0.640585,0.754848,748,2,99,0.563,13800,1,0.8,"UNIVERSITY OF NORTH CAROLINA - GREENSBORO",7,1452,13230518,"No",9111.92699724518,2007,4,7836,30118656,"No",3843.62633996937
"552",199148,2012,297600,37,5,2007,0.721838,0.640585,0.754848,748,1,99,0.569,13800,1,0.8,"UNIVERSITY OF NORTH CAROLINA - GREENSBORO",7,1452,13230518,"No",9111.92699724518,2007,4,7836,30118656,"No",3843.62633996937
"553",199157,2010,295000,37,3,2007,0.275301,0.24032,0.335085,191,1,99,0.3,6400,1,0.98,"NORTH CAROLINA CENTRAL UNIVERSITY",7,1134,8261706,"Yes",7285.45502645503,2007,4,4932,18975476,"Yes",3847.4201135442
"554",199157,2010,295000,37,3,2007,0.275301,0.24032,0.335085,191,2,99,0.388,6400,1,0.98,"NORTH CAROLINA CENTRAL UNIVERSITY",7,1134,8261706,"Yes",7285.45502645503,2007,4,4932,18975476,"Yes",3847.4201135442
"555",199157,2012,295000,37,5,2007,0.304288,0.278237,0.341121,221,1,99,0.462,6321,1,0.97,"NORTH CAROLINA CENTRAL UNIVERSITY",7,615,6471497,"Yes",10522.7593495935,2007,4,5381,25344682,"Yes",4710.0319643189
"556",199157,2012,295000,37,5,2007,0.304288,0.278237,0.341121,221,2,99,0.397,6321,1,0.97,"NORTH CAROLINA CENTRAL UNIVERSITY",7,615,6471497,"Yes",10522.7593495935,2007,4,5381,25344682,"Yes",4710.0319643189
"557",199209,2010,295100,37,3,2007,0.484615,0.413706,0.52027,90,2,99,0.242,1182,1,1,"NORTH CAROLINA WESLEYAN COLLEGE",7,230,1949593,"No",8476.49130434783,2007,4,904,3796418,"No",4199.57743362832
"558",199209,2010,295100,37,3,2007,0.484615,0.413706,0.52027,90,1,99,0.25,1182,1,1,"NORTH CAROLINA WESLEYAN COLLEGE",7,230,1949593,"No",8476.49130434783,2007,4,904,3796418,"No",4199.57743362832
"559",199209,2012,295100,37,5,2007,0.513921,0.432671,0.570513,97,2,99,0.355,1189,1,0.84,"NORTH CAROLINA WESLEYAN COLLEGE",7,110,1216501,"No",11059.1,2007,4,876,3590919,"No",4099.22260273973
"560",199209,2012,295100,37,5,2007,0.513921,0.432671,0.570513,97,1,99,0.346,1189,1,0.84,"NORTH CAROLINA WESLEYAN COLLEGE",7,110,1216501,"No",11059.1,2007,4,876,3590919,"No",4099.22260273973
"561",199218,2010,298400,37,3,2007,0.736587,0.653675,0.763158,669,1,99,0.677,11520,1,0.68,"UNIVERSITY OF NORTH CAROLINA AT WILMINGTON (THE)",7,1020,9824885,"No",9632.24019607843,2007,4,4967,21311344,"No",4290.58667203543
"562",199218,2010,298400,37,3,2007,0.736587,0.653675,0.763158,669,2,99,0.675,11520,1,0.68,"UNIVERSITY OF NORTH CAROLINA AT WILMINGTON (THE)",7,1020,9824885,"No",9632.24019607843,2007,4,4967,21311344,"No",4290.58667203543
"563",199218,2012,298400,37,5,2007,0.757205,0.669036,0.777565,748,1,99,0.717,12218,1,0.69,"UNIVERSITY OF NORTH CAROLINA AT WILMINGTON (THE)",7,972,11032846,"No",11350.6646090535,2007,4,5639,23258546,"No",4124.58698350771
"564",199218,2012,298400,37,5,2007,0.757205,0.669036,0.777565,748,2,99,0.691,12218,1,0.69,"UNIVERSITY OF NORTH CAROLINA AT WILMINGTON (THE)",7,972,11032846,"No",11350.6646090535,2007,4,5639,23258546,"No",4124.58698350771
"565",199281,2010,295400,37,3,2007,0.558266,0.461458,0.632267,197,1,99,0.33,5543,1,0.88,"UNIVERSITY OF NORTH CAROLINA AT PEMBROKE",7,353,2128885,"No",6030.83569405099,2007,4,2742,8670569,"No",3162.13311451495
"566",199281,2010,295400,37,3,2007,0.558266,0.461458,0.632267,197,2,99,0.337,5543,1,0.88,"UNIVERSITY OF NORTH CAROLINA AT PEMBROKE",7,353,2128885,"No",6030.83569405099,2007,4,2742,8670569,"No",3162.13311451495
"567",199281,2012,295400,37,5,2007,0.606291,0.521781,0.679666,220,1,99,0.343,5048,1,0.92,"UNIVERSITY OF NORTH CAROLINA AT PEMBROKE",7,245,1930878,"No",7881.13469387755,2007,4,2513,9461763,"No",3765.1265419817
"568",199281,2012,295400,37,5,2007,0.606291,0.521781,0.679666,220,2,99,0.291,5048,1,0.92,"UNIVERSITY OF NORTH CAROLINA AT PEMBROKE",7,245,1930878,"No",7881.13469387755,2007,4,2513,9461763,"No",3765.1265419817
"569",199306,2010,295500,37,3,2007,0.631763,0.511848,0.686508,110,1,99,0.503,1004,1,0.99,"PFEIFFER UNIVERSITY",7,110,1062685,"No",9660.77272727273,2007,4,781,2920589,"No",3739.55057618438
"570",199306,2010,295500,37,3,2007,0.631763,0.511848,0.686508,110,2,99,0.143,1004,1,0.99,"PFEIFFER UNIVERSITY",7,110,1062685,"No",9660.77272727273,2007,4,781,2920589,"No",3739.55057618438
"571",199306,2012,295500,37,5,2007,0.666667,0.572727,0.706122,120,2,99,0.308,938,1,1,"PFEIFFER UNIVERSITY",7,72,801318,"No",11129.4166666667,2007,4,749,2903589,"No",3876.62082777036
"572",199306,2012,295500,37,5,2007,0.666667,0.572727,0.706122,120,1,99,0.487,938,1,1,"PFEIFFER UNIVERSITY",7,72,801318,"No",11129.4166666667,2007,4,749,2903589,"No",3876.62082777036
"573",199333,2010,406200,37,3,2007,0.628378,0.541485,-3,41,2,99,0.106,8546,1,0.66,"PITT COMMUNITY COLLEGE",7,33,157106,"No",4760.78787878788,2007,4,1973,6905537,"No",3500.01875316776
"574",199333,2010,406200,37,3,2007,0.628378,0.541485,-3,41,1,99,0.194,8546,1,0.66,"PITT COMMUNITY COLLEGE",7,33,157106,"No",4760.78787878788,2007,4,1973,6905537,"No",3500.01875316776
"575",199333,2012,406200,37,5,2007,0.645923,0.561475,-3,45,1,99,0.179,7026,1,0.86,"PITT COMMUNITY COLLEGE",7,34,233720,"No",6874.11764705882,2007,4,3516,12489523,"No",3552.1965301479
"576",199333,2012,406200,37,5,2007,0.645923,0.561475,-3,45,2,99,0.107,7026,1,0.86,"PITT COMMUNITY COLLEGE",7,34,233720,"No",6874.11764705882,2007,4,3516,12489523,"No",3552.1965301479
"577",199582,2010,296800,37,3,2007,0.272506,0.262857,0.277311,59,1,99,NA,1660,1,0.91,"SAINT AUGUSTINE'S UNIVERSITY",7,527,5917913,"Yes",11229.4364326376,2007,4,1465,5906409,"Yes",4031.67849829352
"578",199582,2010,296800,37,3,2007,0.272506,0.262857,0.277311,59,2,99,0.223,1660,1,0.91,"SAINT AUGUSTINE'S UNIVERSITY",7,527,5917913,"Yes",11229.4364326376,2007,4,1465,5906409,"Yes",4031.67849829352
"579",199582,2012,296800,37,5,2007,0.316909,0.312611,0.328185,71,1,99,0.5,1471,1,0.85,"SAINT AUGUSTINE'S UNIVERSITY",7,160,2156417,"Yes",13477.60625,2007,4,1330,6531368,"Yes",4910.8030075188
"580",199582,2012,296800,37,5,2007,0.316909,0.312611,0.328185,71,2,99,0.287,1471,1,0.85,"SAINT AUGUSTINE'S UNIVERSITY",7,160,2156417,"Yes",13477.60625,2007,4,1330,6531368,"Yes",4910.8030075188
"581",199607,2010,296000,37,3,2007,0.643392,0.536458,-3,55,1,99,0.519,860,1,1,"SALEM COLLEGE",7,76,717500,"No",9440.78947368421,2007,4,544,2222545,"No",4085.56066176471
"582",199607,2010,296000,37,3,2007,0.643392,0.536458,-3,55,2,99,0.524,860,1,1,"SALEM COLLEGE",7,76,717500,"No",9440.78947368421,2007,4,544,2222545,"No",4085.56066176471
"583",199607,2012,296000,37,5,2007,0.6618,0.57732,-3,57,1,99,0.65,965,1,0.99,"SALEM COLLEGE",7,113,1108594,"No",9810.56637168142,2007,4,770,3496436,"No",4540.82597402597
"584",199607,2012,296000,37,5,2007,0.6618,0.57732,-3,57,2,99,0.556,965,1,0.99,"SALEM COLLEGE",7,113,1108594,"No",9810.56637168142,2007,4,770,3496436,"No",4540.82597402597
"585",199698,2010,296700,37,3,2007,0.65625,0.514706,0.686567,57,1,99,0.441,433,1,1,"ST. ANDREWS PRESBYTERIAN COLLEGE",7,135,1488581,"No",11026.5259259259,2007,4,286,1035248,"No",3619.74825174825
"586",199698,2010,296700,37,3,2007,0.65625,0.514706,0.686567,57,2,99,0.294,433,1,1,"ST. ANDREWS PRESBYTERIAN COLLEGE",7,135,1488581,"No",11026.5259259259,2007,4,286,1035248,"No",3619.74825174825
"587",199722,2010,296400,37,3,2007,0.518987,0.48,-3,-3,1,99,0.186,2025,1,0.9,"SOUTHEASTERN COMMUNITY COLLEGE",7,1,7392,"No",7392,2007,4,460,1358455,"No",2953.16304347826
"588",199722,2010,296400,37,3,2007,0.518987,0.48,-3,-3,2,99,0.295,2025,1,0.9,"SOUTHEASTERN COMMUNITY COLLEGE",7,1,7392,"No",7392,2007,4,460,1358455,"No",2953.16304347826
"589",199722,2012,296400,37,5,2007,0.531646,0.470588,-3,-3,1,99,0.132,1484,1,0.92,"SOUTHEASTERN COMMUNITY COLLEGE",7,1,4500,"No",4500,2007,4,437,1648823,"No",3773.05034324943
"590",199722,2012,296400,37,5,2007,0.531646,0.470588,-3,-3,2,99,0.041,1484,1,0.92,"SOUTHEASTERN COMMUNITY COLLEGE",7,1,4500,"No",4500,2007,4,437,1648823,"No",3773.05034324943
"591",199731,2010,846600,37,3,2007,0.625,0.627451,-3,-3,2,99,0,2316,1,0.67,"SOUTHWESTERN COMMUNITY COLLEGE",7,4,35051,"No",8762.75,2007,4,213,890649,"No",4181.45070422535
"592",199731,2010,846600,37,3,2007,0.625,0.627451,-3,-3,1,99,0.141,2316,1,0.67,"SOUTHWESTERN COMMUNITY COLLEGE",7,4,35051,"No",8762.75,2007,4,213,890649,"No",4181.45070422535
